통화코드,적용시작일,매매기준율
JPY,2023-09-06,903.08
KRW,2023-09-06,1
JPY,2023-09-07,904.26
USD,2023-09-07,1335
CNY,2023-09-07,182.45
KRW,2023-09-07,1
CNY,2023-09-08,182.42
JPY,2023-09-08,905.05
KRW,2023-09-08,1
USD,2023-09-08,1333
KRW,2023-09-11,1
USD,2023-09-11,1333
CNY,2023-09-11,182.06
JPY,2023-09-11,909.15
JPY,2023-09-12,904.72
KRW,2023-09-12,1
USD,2023-09-12,1326
CNY,2023-09-12,181.91
CNY,2023-09-13,181.99
JPY,2023-09-13,902.2
KRW,2023-09-13,1
USD,2023-09-13,1327
USD,2023-09-14,1325
JPY,2023-09-14,899.28
CNY,2023-09-14,182.79
KRW,2023-09-14,1
CNY,2023-09-15,182.75
JPY,2023-09-15,899.01
KRW,2023-09-15,1
USD,2023-09-15,1326
CNY,2023-09-18,182.83
JPY,2023-09-18,896.82
KRW,2023-09-18,1
USD,2023-09-18,1326
USD,2023-09-19,1328
CNY,2023-09-19,181.58
JPY,2023-09-19,899.7
KRW,2023-09-19,1
CNY,2023-09-20,182.13
JPY,2023-09-20,899.77
KRW,2023-09-20,1
USD,2023-09-20,1329
USD,2023-09-21,1338
KRW,2023-09-21,1
CNY,2023-09-21,183.05
JPY,2023-09-21,902.32
CNY,2023-09-22,183.64
JPY,2023-09-22,902.96
KRW,2023-09-22,1
USD,2023-09-22,1338
CNY,2023-09-25,182.92
JPY,2023-09-25,899.57
KRW,2023-09-25,1
USD,2023-09-25,1335
USD,2023-09-26,1352
KRW,2023-09-26,1
CNY,2023-09-26,183.27
JPY,2023-09-26,908.51
CNY,2023-09-27,185.2
JPY,2023-09-27,905.71
KRW,2023-09-27,1
USD,2023-09-27,1350
CNY,2023-10-04,186.41
JPY,2023-10-04,912.78
KRW,2023-10-04,1
USD,2023-10-04,1361
USD,2023-10-05,1349
CNY,2023-10-05,185.31
JPY,2023-10-05,909.27
KRW,2023-10-05,1
CNY,2023-10-06,184.49
JPY,2023-10-06,907.47
KRW,2023-10-06,1
USD,2023-10-06,1347
CNY,2023-10-10,185.27
JPY,2023-10-10,910.07
KRW,2023-10-10,1
USD,2023-10-10,1351
USD,2023-10-11,1338
CNY,2023-10-11,183.95
JPY,2023-10-11,900.62
KRW,2023-10-11,1
CNY,2023-10-12,183.7
JPY,2023-10-12,899.91
KRW,2023-10-12,1
USD,2023-10-12,1341
USD,2023-10-13,1350
KRW,2023-10-13,1
JPY,2023-10-13,901.47
CNY,2023-10-13,184.87
USD,2023-10-16,1353
CNY,2023-10-16,185.2
JPY,2023-10-16,904.38
KRW,2023-10-16,1
JPY,2023-10-17,903.89
USD,2023-10-17,1352
CNY,2023-10-17,184.38
KRW,2023-10-17,1
CNY,2023-10-18,185.02
JPY,2023-10-18,900.62
KRW,2023-10-18,1
USD,2023-10-18,1349
KRW,2023-10-19,1
USD,2023-10-19,1356
CNY,2023-10-19,185.37
JPY,2023-10-19,904.81
JPY,2023-10-20,903.11
KRW,2023-10-20,1
USD,2023-10-20,1353
CNY,2023-10-20,185.55
CNY,2023-10-23,184.52
JPY,2023-10-23,903.42
KRW,2023-10-23,1
USD,2023-10-23,1354
USD,2023-10-24,1345
JPY,2023-10-24,898.49
CNY,2023-10-24,183.85
KRW,2023-10-24,1
CNY,2023-10-25,183.86
JPY,2023-10-25,899.48
KRW,2023-10-25,1
USD,2023-10-25,1348
CNY,2023-10-26,184.91
JPY,2023-10-26,903.64
KRW,2023-10-26,1
USD,2023-10-26,1357
USD,2023-10-27,1354
CNY,2023-10-27,185.09
JPY,2023-10-27,900.36
KRW,2023-10-27,1
CNY,2023-10-30,185.32
JPY,2023-10-30,903.23
KRW,2023-10-30,1
USD,2023-10-30,1352
USD,2023-10-31,1351
KRW,2023-10-31,1
CNY,2023-10-31,184.19
JPY,2023-10-31,902.23
CNY,2023-11-01,184.66
JPY,2023-11-01,895.96
KRW,2023-11-01,1
USD,2023-11-01,1355
CNY,2023-11-02,184.35
JPY,2023-11-02,890.08
KRW,2023-11-02,1
USD,2023-11-02,1341
USD,2023-11-03,1319
KRW,2023-11-03,1
CNY,2023-11-03,182.47
JPY,2023-11-03,876.59
CNY,2023-11-06,179.29
JPY,2023-11-06,870.67
KRW,2023-11-06,1
USD,2023-11-06,1301
CNY,2023-11-07,178.68
JPY,2023-11-07,871.33
KRW,2023-11-07,1
USD,2023-11-07,1307
USD,2023-11-08,1309
CNY,2023-11-08,179.27
JPY,2023-11-08,870.55
KRW,2023-11-08,1
CNY,2023-11-09,179.8
JPY,2023-11-09,867.55
KRW,2023-11-09,1
USD,2023-11-09,1309
CNY,2023-11-10,180.96
JPY,2023-11-10,870.89
KRW,2023-11-10,1
USD,2023-11-10,1318
USD,2023-11-13,1325
CNY,2023-11-13,180.68
JPY,2023-11-13,874.7
KRW,2023-11-13,1
CNY,2023-11-14,181.09
JPY,2023-11-14,875.61
KRW,2023-11-14,1
USD,2023-11-14,1328
USD,2023-11-15,1302
KRW,2023-11-15,1
CNY,2023-11-15,180.05
JPY,2023-11-15,865.58
JPY,2023-11-16,857.35
USD,2023-11-16,1297
CNY,2023-11-16,180.08
KRW,2023-11-16,1
USD,2023-11-17,1297
CNY,2023-11-17,178.53
JPY,2023-11-17,860.71
KRW,2023-11-17,1
JPY,2023-11-20,863.79
KRW,2023-11-20,1
USD,2023-11-20,1288
CNY,2023-11-20,179.71
CNY,2023-11-21,179.66
JPY,2023-11-21,875.16
KRW,2023-11-21,1
USD,2023-11-21,1292
USD,2023-11-22,1300
JPY,2023-11-22,874.36
KRW,2023-11-22,1
CNY,2023-11-22,181.58
CNY,2023-11-23,182.08
JPY,2023-11-23,868.75
KRW,2023-11-23,1
USD,2023-11-23,1299
USD,2023-11-24,1305
KRW,2023-11-24,1
CNY,2023-11-24,182.04
JPY,2023-11-24,872.47
CNY,2023-11-27,182.39
JPY,2023-11-27,872.09
KRW,2023-11-27,1
USD,2023-11-27,1304
CNY,2023-11-28,181.47
JPY,2023-11-28,870.88
KRW,2023-11-28,1
USD,2023-11-28,1294
USD,2023-11-29,1289
CNY,2023-11-29,180.35
JPY,2023-11-29,878.36
KRW,2023-11-29,1
CNY,2023-11-30,181.05
JPY,2023-11-30,878.65
KRW,2023-11-30,1
USD,2023-11-30,1291
USD,2023-12-01,1305
KRW,2023-12-01,1
CNY,2023-12-01,182.31
JPY,2023-12-01,881.07
CNY,2023-12-04,181.38
JPY,2023-12-04,890.27
KRW,2023-12-04,1
USD,2023-12-04,1303
CNY,2023-12-05,183.54
JPY,2023-12-05,890.78
KRW,2023-12-05,1
USD,2023-12-05,1311
USD,2023-12-06,1314
KRW,2023-12-06,1
CNY,2023-12-06,183.85
JPY,2023-12-06,893.12
CNY,2023-12-07,183.96
JPY,2023-12-07,899.92
KRW,2023-12-07,1
USD,2023-12-07,1325
CNY,2023-12-08,183.76
JPY,2023-12-08,907.64
KRW,2023-12-08,1
USD,2023-12-08,1306
USD,2023-12-11,1318
CNY,2023-12-11,183.93
JPY,2023-12-11,906.4
KRW,2023-12-11,1
CNY,2023-12-12,183.53
JPY,2023-12-12,904.66
KRW,2023-12-12,1
USD,2023-12-12,1317
CNY,2023-12-13,182.82
JPY,2023-12-13,907.72
KRW,2023-12-13,1
USD,2023-12-13,1320
USD,2023-12-14,1295
CNY,2023-12-14,180.54
JPY,2023-12-14,915.97
KRW,2023-12-14,1
CNY,2023-12-15,181.3
JPY,2023-12-15,910.21
KRW,2023-12-15,1
USD,2023-12-15,1293
USD,2023-12-18,1299
KRW,2023-12-18,1
JPY,2023-12-18,912.96
CNY,2023-12-18,183.05
USD,2023-12-19,1308
CNY,2023-12-19,182.79
JPY,2023-12-19,912.26
KRW,2023-12-19,1
JPY,2023-12-20,904.32
KRW,2023-12-20,1
USD,2023-12-20,1301
CNY,2023-12-20,182.48
CNY,2023-12-21,182.87
JPY,2023-12-21,913.35
KRW,2023-12-21,1
USD,2023-12-21,1305
USD,2023-12-22,1301
JPY,2023-12-22,915.62
KRW,2023-12-22,1
CNY,2023-12-22,181.68
CNY,2023-12-26,182.03
JPY,2023-12-26,910.63
KRW,2023-12-26,1
USD,2023-12-26,1295
USD,2023-12-27,1293
KRW,2023-12-27,1
CNY,2023-12-27,181.57
JPY,2023-12-27,908.48
CNY,2023-12-28,181.35
JPY,2023-12-28,908.93
KRW,2023-12-28,1
USD,2023-12-28,1287
CNY,2023-12-29,181.47
JPY,2023-12-29,913.08
KRW,2023-12-29,1
USD,2023-12-29,1290
USD,2024-01-02,1303
CNY,2024-01-02,182.4
JPY,2024-01-02,921.56
KRW,2024-01-02,1
CNY,2024-01-03,183.65
JPY,2024-01-03,920.67
KRW,2024-01-03,1
USD,2024-01-03,1308
KRW,2024-01-04,1
USD,2024-01-04,1311
JPY,2024-01-04,912.63
CNY,2024-01-04,183.35
USD,2024-01-05,1315
JPY,2024-01-05,909
CNY,2024-01-05,183.68
KRW,2024-01-05,1
CNY,2024-01-08,184.29
JPY,2024-01-08,909.06
KRW,2024-01-08,1
USD,2024-01-08,1316
USD,2024-01-09,1313
KRW,2024-01-09,1
JPY,2024-01-09,914.6
CNY,2024-01-09,183.53
JPY,2024-01-10,915.11
KRW,2024-01-10,1
USD,2024-01-10,1321
CNY,2024-01-10,184.28
CNY,2024-01-11,183.93
JPY,2024-01-11,903.1
KRW,2024-01-11,1
USD,2024-01-11,1315
USD,2024-01-12,1314
JPY,2024-01-12,904.87
CNY,2024-01-12,183.31
KRW,2024-01-12,1
CNY,2024-01-15,183.33
JPY,2024-01-15,911.47
KRW,2024-01-15,1
USD,2024-01-15,1322
CNY,2024-01-16,184.21
JPY,2024-01-16,911.74
KRW,2024-01-16,1
USD,2024-01-16,1329
USD,2024-01-17,1346
JPY,2024-01-17,914.78
CNY,2024-01-17,186.07
KRW,2024-01-17,1
CNY,2024-01-18,186.91
JPY,2024-01-18,905.26
KRW,2024-01-18,1
USD,2024-01-18,1341
CNY,2024-01-19,186.07
JPY,2024-01-19,900.65
KRW,2024-01-19,1
USD,2024-01-19,1339
USD,2024-01-22,1338
KRW,2024-01-22,1
JPY,2024-01-22,902.93
CNY,2024-01-22,185.45
CNY,2024-01-23,186.3
JPY,2024-01-23,903.3
KRW,2024-01-23,1
USD,2024-01-23,1332
CNY,2024-01-24,186.53
JPY,2024-01-24,902.16
KRW,2024-01-24,1
USD,2024-01-24,1338
USD,2024-01-25,1337
KRW,2024-01-25,1
CNY,2024-01-25,186.37
JPY,2024-01-25,905.92
CNY,2024-01-26,186.48
JPY,2024-01-26,905.92
KRW,2024-01-26,1
USD,2024-01-26,1337
CNY,2024-01-29,186.28
JPY,2024-01-29,902.89
KRW,2024-01-29,1
USD,2024-01-29,1337
USD,2024-01-30,1329
CNY,2024-01-30,185.64
JPY,2024-01-30,901.38
KRW,2024-01-30,1
CNY,2024-01-31,185.2
JPY,2024-01-31,903.51
KRW,2024-01-31,1
USD,2024-01-31,1333
CNY,2024-02-01,186.26
JPY,2024-02-01,906.49
KRW,2024-02-01,1
USD,2024-02-01,1331
USD,2024-02-02,1322
CNY,2024-02-02,185.24
JPY,2024-02-02,903.07
KRW,2024-02-02,1
CNY,2024-02-05,186.17
JPY,2024-02-05,898.9
KRW,2024-02-05,1
USD,2024-02-05,1335
KRW,2024-02-06,1
USD,2024-02-06,1327
JPY,2024-02-06,892.64
CNY,2024-02-06,185.46
USD,2024-02-07,1328
CNY,2024-02-07,184.67
JPY,2024-02-07,898.57
KRW,2024-02-07,1
CNY,2024-02-08,184.72
JPY,2024-02-08,894.11
KRW,2024-02-08,1
USD,2024-02-08,1329
USD,2024-02-13,1329
KRW,2024-02-13,1
JPY,2024-02-13,890.01
CNY,2024-02-13,184.75
JPY,2024-02-14,887.75
KRW,2024-02-14,1
USD,2024-02-14,1337
CNY,2024-02-14,186.42
CNY,2024-02-15,185.03
JPY,2024-02-15,884.56
KRW,2024-02-15,1
USD,2024-02-15,1331
USD,2024-02-16,1334
KRW,2024-02-16,1
CNY,2024-02-16,184.89
JPY,2024-02-16,890.02
CNY,2024-02-19,185.31
JPY,2024-02-19,888.05
KRW,2024-02-19,1
USD,2024-02-19,1333
CNY,2024-02-20,185.47
JPY,2024-02-20,891.83
KRW,2024-02-20,1
USD,2024-02-20,1339
USD,2024-02-21,1334
KRW,2024-02-21,1
CNY,2024-02-21,185.49
JPY,2024-02-21,889.6
CNY,2024-02-22,185.55
JPY,2024-02-22,884.75
KRW,2024-02-22,1
USD,2024-02-22,1330
CNY,2024-02-23,184.59
JPY,2024-02-23,882.54
KRW,2024-02-23,1
USD,2024-02-23,1328
USD,2024-02-26,1330
JPY,2024-02-26,883.57
CNY,2024-02-26,184.83
KRW,2024-02-26,1
JPY,2024-02-27,883.96
KRW,2024-02-27,1
USD,2024-02-27,1332
CNY,2024-02-27,185.07
CNY,2024-02-28,185.06
JPY,2024-02-28,887.86
KRW,2024-02-28,1
USD,2024-02-28,1336
USD,2024-02-29,1333
CNY,2024-02-29,185.75
JPY,2024-02-29,888.67
KRW,2024-02-29,1
CNY,2024-03-04,185.09
JPY,2024-03-04,887.26
KRW,2024-03-04,1
USD,2024-03-04,1332
CNY,2024-03-05,185.03
JPY,2024-03-05,885.46
KRW,2024-03-05,1
USD,2024-03-05,1332
USD,2024-03-06,1336
KRW,2024-03-06,1
CNY,2024-03-06,185.64
JPY,2024-03-06,891.44
CNY,2024-03-07,184.92
JPY,2024-03-07,895.03
KRW,2024-03-07,1
USD,2024-03-07,1331
CNY,2024-03-08,184.22
JPY,2024-03-08,893.08
KRW,2024-03-08,1
USD,2024-03-08,1321
USD,2024-03-11,1313
KRW,2024-03-11,1
CNY,2024-03-11,183.28
JPY,2024-03-11,893.59
CNY,2024-03-12,182.52
JPY,2024-03-12,892.41
KRW,2024-03-12,1
USD,2024-03-12,1311
CNY,2024-03-13,182.71
JPY,2024-03-13,889.16
KRW,2024-03-13,1
USD,2024-03-13,1312
USD,2024-03-14,1318
CNY,2024-03-14,182.84
JPY,2024-03-14,892.62
KRW,2024-03-14,1
CNY,2024-03-15,184.05
JPY,2024-03-15,895.6
KRW,2024-03-15,1
USD,2024-03-15,1328
CNY,2024-03-18,184.97
JPY,2024-03-18,893.26
KRW,2024-03-18,1
USD,2024-03-18,1331
USD,2024-03-19,1337
KRW,2024-03-19,1
CNY,2024-03-19,185.74
JPY,2024-03-19,893.36
CNY,2024-03-20,185.86
JPY,2024-03-20,886.47
KRW,2024-03-20,1
USD,2024-03-20,1338
CNY,2024-03-21,184.88
JPY,2024-03-21,876.77
KRW,2024-03-21,1
USD,2024-03-21,1323
USD,2024-03-22,1339
CNY,2024-03-22,185.44
JPY,2024-03-22,882.87
KRW,2024-03-22,1
CNY,2024-03-25,186.05
JPY,2024-03-25,887.11
KRW,2024-03-25,1
USD,2024-03-25,1341
CNY,2024-03-26,185.83
JPY,2024-03-26,885.76
KRW,2024-03-26,1
USD,2024-03-26,1341
USD,2024-03-27,1348
CNY,2024-03-27,186.2
JPY,2024-03-27,889.45
KRW,2024-03-27,1
CNY,2024-03-28,186.8
JPY,2024-03-28,889.3
KRW,2024-03-28,1
USD,2024-03-28,1346
USD,2024-03-29,1346
KRW,2024-03-29,1
CNY,2024-03-29,186.8
JPY,2024-03-29,888.95
JPY,2024-04-01,889.18
USD,2024-04-01,1346
CNY,2024-04-01,186.4
KRW,2024-04-01,1
USD,2024-04-02,1352
CNY,2024-04-02,187.54
JPY,2024-04-02,891.56
KRW,2024-04-02,1
JPY,2024-04-03,890.05
KRW,2024-04-03,1
USD,2024-04-03,1349
CNY,2024-04-03,187.07
CNY,2024-04-04,186.08
JPY,2024-04-04,887.83
KRW,2024-04-04,1
USD,2024-04-04,1346
USD,2024-04-05,1352
JPY,2024-04-05,893.97
KRW,2024-04-05,1
CNY,2024-04-05,186.91
CNY,2024-04-08,186.77
JPY,2024-04-08,893.48
KRW,2024-04-08,1
USD,2024-04-08,1355
USD,2024-04-09,1354
KRW,2024-04-09,1
CNY,2024-04-09,187.26
JPY,2024-04-09,891.76
CNY,2024-04-11,188.55
JPY,2024-04-11,891.82
KRW,2024-04-11,1
USD,2024-04-11,1364
CNY,2024-04-12,189.02
JPY,2024-04-12,895.47
KRW,2024-04-12,1
USD,2024-04-12,1372
USD,2024-04-15,1384
CNY,2024-04-15,190.68
JPY,2024-04-15,902.89
KRW,2024-04-15,1
CNY,2024-04-16,191.77
JPY,2024-04-16,905.41
KRW,2024-04-16,1
USD,2024-04-16,1396
USD,2024-04-17,1386
KRW,2024-04-17,1
CNY,2024-04-17,192.05
JPY,2024-04-17,895.9
CNY,2024-04-18,190.64
JPY,2024-04-18,889.09
KRW,2024-04-18,1
USD,2024-04-18,1372
CNY,2024-04-19,190.65
JPY,2024-04-19,895.99
KRW,2024-04-19,1
USD,2024-04-19,1380
USD,2024-04-22,1379
CNY,2024-04-22,189.91
JPY,2024-04-22,892.01
KRW,2024-04-22,1
CNY,2024-04-23,190.24
JPY,2024-04-23,890.21
KRW,2024-04-23,1
USD,2024-04-23,1378
KRW,2024-04-24,1
USD,2024-04-24,1370
CNY,2024-04-24,189.65
JPY,2024-04-24,885.16
CNY,2024-04-25,190.18
JPY,2024-04-25,887.63
KRW,2024-04-25,1
USD,2024-04-25,1378
CNY,2024-04-26,189.51
JPY,2024-04-26,884.4
KRW,2024-04-26,1
USD,2024-04-26,1376
USD,2024-04-29,1378
JPY,2024-04-29,881.02
CNY,2024-04-29,190.17
KRW,2024-04-29,1
CNY,2024-04-30,190.27
JPY,2024-04-30,879.99
KRW,2024-04-30,1
USD,2024-04-30,1380
CNY,2024-05-02,190.31
JPY,2024-05-02,882.65
KRW,2024-05-02,1
USD,2024-05-02,1378
USD,2024-05-03,1364
KRW,2024-05-03,1
CNY,2024-05-03,188.93
JPY,2024-05-03,890.46
CNY,2024-05-07,188.11
JPY,2024-05-07,882.46
KRW,2024-05-07,1
USD,2024-05-07,1360
KRW,2024-05-08,1
USD,2024-05-08,1363
CNY,2024-05-08,188.27
JPY,2024-05-08,880.8
CNY,2024-05-09,188.93
JPY,2024-05-09,880.07
KRW,2024-05-09,1
USD,2024-05-09,1369
CNY,2024-05-10,189.16
JPY,2024-05-10,879.3
KRW,2024-05-10,1
USD,2024-05-10,1366
KRW,2024-05-13,1
USD,2024-05-13,1371
CNY,2024-05-13,189.72
JPY,2024-05-13,880
CNY,2024-05-14,189
JPY,2024-05-14,874.96
KRW,2024-05-14,1
USD,2024-05-14,1367
CNY,2024-05-16,187.55
JPY,2024-05-16,873.97
KRW,2024-05-16,1
USD,2024-05-16,1346
USD,2024-05-17,1358
KRW,2024-05-17,1
CNY,2024-05-17,187.01
JPY,2024-05-17,873.9
CNY,2024-05-20,187.43
JPY,2024-05-20,872.05
KRW,2024-05-20,1
USD,2024-05-20,1358
CNY,2024-05-21,188.25
JPY,2024-05-21,874.1
KRW,2024-05-21,1
USD,2024-05-21,1366
KRW,2024-05-22,1
USD,2024-05-22,1364
CNY,2024-05-22,188.46
JPY,2024-05-22,872.99
JPY,2024-05-23,868.93
KRW,2024-05-23,1
USD,2024-05-23,1362
CNY,2024-05-23,188.65
CNY,2024-05-24,189.05
JPY,2024-05-24,872
KRW,2024-05-24,1
USD,2024-05-24,1369
USD,2024-05-27,1367
CNY,2024-05-27,188.74
JPY,2024-05-27,871.51
KRW,2024-05-27,1
CNY,2024-05-28,188.01
JPY,2024-05-28,865.38
KRW,2024-05-28,1
USD,2024-05-28,1358
CNY,2024-05-29,188.27
JPY,2024-05-29,867.57
KRW,2024-05-29,1
USD,2024-05-29,1364
USD,2024-05-30,1380
KRW,2024-05-30,1
CNY,2024-05-30,189.27
JPY,2024-05-30,878.81
CNY,2024-05-31,190.39
JPY,2024-05-31,883.26
KRW,2024-05-31,1
USD,2024-05-31,1385
CNY,2024-06-03,191.12
JPY,2024-06-03,874.85
KRW,2024-06-03,1
USD,2024-06-03,1376
USD,2024-06-04,1376
KRW,2024-06-04,1
CNY,2024-06-04,189.45
JPY,2024-06-04,881.01
CNY,2024-06-05,189.93
JPY,2024-06-05,881.9
KRW,2024-06-05,1
USD,2024-06-05,1371
CNY,2024-06-07,188.41
JPY,2024-06-07,879.93
KRW,2024-06-07,1
USD,2024-06-07,1369
USD,2024-06-10,1376
KRW,2024-06-10,1
CNY,2024-06-10,190.41
JPY,2024-06-10,877.36
JPY,2024-06-11,875.55
USD,2024-06-11,1375
CNY,2024-06-11,189.72
KRW,2024-06-11,1
CNY,2024-06-12,189.96
JPY,2024-06-12,876.79
KRW,2024-06-12,1
USD,2024-06-12,1378
CNY,2024-06-13,189.38
JPY,2024-06-13,874.22
KRW,2024-06-13,1
USD,2024-06-13,1371
USD,2024-06-14,1377
CNY,2024-06-14,189.87
JPY,2024-06-14,872.9
KRW,2024-06-14,1
CNY,2024-06-17,190.61
JPY,2024-06-17,875.39
KRW,2024-06-17,1
USD,2024-06-17,1379
KRW,2024-06-18,1
USD,2024-06-18,1380
CNY,2024-06-18,190.19
JPY,2024-06-18,874.97
CNY,2024-06-19,190.1
JPY,2024-06-19,873.67
KRW,2024-06-19,1
USD,2024-06-19,1379
CNY,2024-06-20,190.44
JPY,2024-06-20,874.77
KRW,2024-06-20,1
USD,2024-06-20,1382
USD,2024-06-21,1389
KRW,2024-06-21,1
CNY,2024-06-21,191.87
JPY,2024-06-21,874.16
CNY,2024-06-24,191.3
JPY,2024-06-24,869.57
KRW,2024-06-24,1
USD,2024-06-24,1389
CNY,2024-06-25,191.07
JPY,2024-06-25,868.69
KRW,2024-06-25,1
USD,2024-06-25,1387
USD,2024-06-26,1391
JPY,2024-06-26,871.14
CNY,2024-06-26,191.52
KRW,2024-06-26,1
CNY,2024-06-27,191.84
JPY,2024-06-27,864.94
KRW,2024-06-27,1
USD,2024-06-27,1390
CNY,2024-06-28,190.96
JPY,2024-06-28,858.58
KRW,2024-06-28,1
USD,2024-06-28,1380
USD,2024-07-01,1381
KRW,2024-07-01,1
CNY,2024-07-01,190.04
JPY,2024-07-01,858.7
CNY,2024-07-02,190.56
JPY,2024-07-02,860.46
KRW,2024-07-02,1
USD,2024-07-02,1389
CNY,2024-07-03,190.62
JPY,2024-07-03,861.03
KRW,2024-07-03,1
USD,2024-07-03,1390
USD,2024-07-04,1384
CNY,2024-07-04,190.92
JPY,2024-07-04,856.25
KRW,2024-07-04,1
CNY,2024-07-05,190.01
JPY,2024-07-05,856.3
KRW,2024-07-05,1
USD,2024-07-05,1381
CNY,2024-07-08,189.59
JPY,2024-07-08,859.93
KRW,2024-07-08,1
USD,2024-07-08,1382
USD,2024-07-09,1384
CNY,2024-07-09,190.41
JPY,2024-07-09,860.99
KRW,2024-07-09,1
CNY,2024-07-10,190.31
JPY,2024-07-10,860.22
KRW,2024-07-10,1
USD,2024-07-10,1388
USD,2024-07-11,1380
KRW,2024-07-11,1
CNY,2024-07-11,190.22
JPY,2024-07-11,854.07
JPY,2024-07-12,863.37
KRW,2024-07-12,1
USD,2024-07-12,1376
CNY,2024-07-12,189.04
CNY,2024-07-15,189.65
JPY,2024-07-15,873.57
KRW,2024-07-15,1
USD,2024-07-15,1383
USD,2024-07-16,1386
CNY,2024-07-16,190.92
JPY,2024-07-16,876.69
KRW,2024-07-16,1
CNY,2024-07-17,190.41
JPY,2024-07-17,871.68
KRW,2024-07-17,1
USD,2024-07-17,1380
CNY,2024-07-18,190.05
JPY,2024-07-18,885.21
KRW,2024-07-18,1
USD,2024-07-18,1380
USD,2024-07-19,1386
KRW,2024-07-19,1
CNY,2024-07-19,190.9
JPY,2024-07-19,881.31
CNY,2024-07-22,191.21
JPY,2024-07-22,887.5
KRW,2024-07-22,1
USD,2024-07-22,1390
CNY,2024-07-23,190.83
JPY,2024-07-23,884.68
KRW,2024-07-23,1
USD,2024-07-23,1384
USD,2024-07-24,1386
KRW,2024-07-24,1
CNY,2024-07-24,190.52
JPY,2024-07-24,897.2
CNY,2024-07-25,190.56
JPY,2024-07-25,910.46
KRW,2024-07-25,1
USD,2024-07-25,1388
CNY,2024-07-26,191.39
JPY,2024-07-26,901.01
KRW,2024-07-26,1
USD,2024-07-26,1384
USD,2024-07-29,1381
CNY,2024-07-29,191.01
JPY,2024-07-29,899.86
KRW,2024-07-29,1
CNY,2024-07-30,190.36
JPY,2024-07-30,897.44
KRW,2024-07-30,1
USD,2024-07-30,1386
CNY,2024-07-31,191.01
JPY,2024-07-31,900.47
KRW,2024-07-31,1
USD,2024-07-31,1377
USD,2024-08-01,1366
KRW,2024-08-01,1
CNY,2024-08-01,189.76
JPY,2024-08-01,912.92
CNY,2024-08-02,189.26
JPY,2024-08-02,919.12
KRW,2024-08-02,1
USD,2024-08-02,1371
CNY,2024-08-05,189.8
JPY,2024-08-05,963.02
KRW,2024-08-05,1
USD,2024-08-05,1375
USD,2024-08-06,1372
CNY,2024-08-06,191.86
JPY,2024-08-06,941.34
KRW,2024-08-06,1
CNY,2024-08-07,192.13
JPY,2024-08-07,939.12
KRW,2024-08-07,1
USD,2024-08-07,1379
CNY,2024-08-08,191.73
JPY,2024-08-08,939.89
KRW,2024-08-08,1
USD,2024-08-08,1376
USD,2024-08-09,1366
CNY,2024-08-09,191.47
JPY,2024-08-09,930.07
KRW,2024-08-09,1
CNY,2024-08-12,190.45
JPY,2024-08-12,930.82
KRW,2024-08-12,1
USD,2024-08-12,1369
KRW,2024-08-13,1
USD,2024-08-13,1371
CNY,2024-08-13,191.09
JPY,2024-08-13,927.6
JPY,2024-08-14,928.41
USD,2024-08-14,1363
CNY,2024-08-14,190.49
KRW,2024-08-14,1
CNY,2024-08-16,190.26
JPY,2024-08-16,912.17
KRW,2024-08-16,1
USD,2024-08-16,1361
CNY,2024-08-19,188.42
JPY,2024-08-19,914.09
KRW,2024-08-19,1
USD,2024-08-19,1330
USD,2024-08-20,1332
CNY,2024-08-20,186.56
JPY,2024-08-20,907.91
KRW,2024-08-20,1
CNY,2024-08-21,186.19
JPY,2024-08-21,919.83
KRW,2024-08-21,1
USD,2024-08-21,1336
KRW,2024-08-22,1
USD,2024-08-22,1335
CNY,2024-08-22,187.12
JPY,2024-08-22,917.78
CNY,2024-08-23,187.84
JPY,2024-08-23,915.78
KRW,2024-08-23,1
USD,2024-08-23,1338
CNY,2024-08-26,185.83
JPY,2024-08-26,921.85
KRW,2024-08-26,1
USD,2024-08-26,1324
USD,2024-08-27,1330
KRW,2024-08-27,1
CNY,2024-08-27,186.75
JPY,2024-08-27,918.32
CNY,2024-08-28,186.26
JPY,2024-08-28,927.48
KRW,2024-08-28,1
USD,2024-08-28,1339
CNY,2024-08-29,187.64
JPY,2024-08-29,923.99
KRW,2024-08-29,1
USD,2024-08-29,1333
USD,2024-08-30,1334
JPY,2024-08-30,920.86
CNY,2024-08-30,187.96
KRW,2024-08-30,1
CNY,2024-09-02,188.56
JPY,2024-09-02,915.88
KRW,2024-09-02,1
USD,2024-09-02,1337
CNY,2024-09-03,187.99
JPY,2024-09-03,916.98
KRW,2024-09-03,1
USD,2024-09-03,1342
USD,2024-09-04,1341
KRW,2024-09-04,1
CNY,2024-09-04,188.31
JPY,2024-09-04,923.43
CNY,2024-09-05,187.84
JPY,2024-09-05,930.04
KRW,2024-09-05,1
USD,2024-09-05,1336
CNY,2024-09-06,188.08
JPY,2024-09-06,931.5
KRW,2024-09-06,1
USD,2024-09-06,1330
USD,2024-09-09,1339
CNY,2024-09-09,188.89
JPY,2024-09-09,937.61
KRW,2024-09-09,1
CNY,2024-09-10,188.65
JPY,2024-09-10,937.58
KRW,2024-09-10,1
USD,2024-09-10,1342
CNY,2024-09-11,188.75
JPY,2024-09-11,948.4
KRW,2024-09-11,1
USD,2024-09-11,1340
USD,2024-09-12,1340
